City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,floro,61.5996,5.0328,11.98,87,100,5.14,NO,1689650478
363,bonthe,7.5264,-12.505,24.48,90,100,2.17,SL,1689650478
364,labrador city,52.9463,-66.9114,19.95,77,100,2.06,CA,1689650479
365,kavaratti,10.5669,72.642,27.94,78,100,9.64,IN,1689650479
366,aqaba,29.5267,35.0078,28.92,28,0,0.0,JO,1689650148
367,sinop,41.7711,34.8709,14.97,54,0,1.96,TR,1689650479
368,briancon,44.9,6.65,16.94,60,0,1.3,FR,1689650479
369,alamo,20.9167,-97.6833,25.54,87,22,2.08,MX,1689650479
370,clarence town,-32.5833,151.7833,20.34,40,35,2.33,AU,1689650480
371,trail,49.0998,-117.7022,25.93,34,85,4.03,CA,1689650122
372,al bawiti,28.3492,28.8659,25.98,53,0,1.91,EG,1689650480
373,smithers,54.7804,-127.1743,20.18,40,75,4.63,CA,1689650480
374,levelland,33.5873,-102.378,32.75,22,0,6.7,US,1689650480
375,sapulpa,35.9987,-96.1142,28.82,80,0,2.57,US,1689650314
376,thunder bay,48.4001,-89.3168,15.99,77,40,1.54,CA,1689650481
377,spanish wells,26.323,-81.7957,29.43,74,0,2.57,US,1689650481
378,tenenkou,14.4572,-4.9169,32.03,44,70,2.5,ML,1689650481
379,stephenville,32.2207,-98.2023,34.0,28,40,2.06,US,1689650481
380,guaratuba,-25.8828,-48.5747,17.01,96,100,5.4,BR,1689650187
381,semnan,35.5729,53.3971,24.76,44,12,3.82,IR,1689650482
382,kununurra,-15.7667,128.7333,28.99,32,26,6.17,AU,1689650482
383,mili,6.0815,171.735,27.82,80,41,6.64,MH,1689650482
384,san luis de la loma,17.2706,-100.8939,27.47,82,100,2.16,MX,1689650482
385,sao tome,0.3365,6.7273,23.72,85,63,4.0,ST,1689650482
386,unai,-16.3575,-46.9061,22.42,46,43,0.52,BR,1689650483
387,mugia,43.1041,-9.2179,17.17,91,78,7.8,ES,1689650483
388,mbandaka,0.0487,18.2603,21.67,90,8,1.35,CD,1689650483
389,kirakira,-10.4544,161.9205,27.85,83,99,4.03,SB,1689650483
390,tanjung pandan,-2.75,107.65,30.18,63,67,4.23,ID,1689650484
391,l'alcora,40.0667,-0.2,22.78,81,0,1.36,ES,1689650484
392,bhatpara abhaynagar,23.0153,89.4432,30.9,72,39,4.59,BD,1689650484
393,manta,-0.95,-80.7333,25.88,78,75,3.09,EC,1689650485
394,el salto,20.3333,-104.5,19.69,86,96,1.71,MX,1689650265
395,christchurch,-43.5333,172.6333,18.11,59,28,1.54,NZ,1689650335
396,akjoujt,19.6969,-14.4164,29.31,43,98,3.59,MR,1689650485
397,bereeda,11.8704,51.0579,31.64,44,3,7.45,SO,1689650485
398,queenstown,-31.8976,26.8753,9.12,46,0,3.02,ZA,1689650485
399,pisco,-13.7,-76.2167,19.03,77,100,6.17,PE,1689650486
400,kabo,7.6994,18.629,22.7,88,45,1.53,CF,1689650486
401,afaahiti,-17.75,-149.2833,25.93,77,5,5.28,PF,1689650486
402,santander,43.4647,-3.8044,19.7,85,100,3.09,ES,1689650486
403,alpicat,41.6657,0.5556,24.6,65,0,6.17,ES,1689650487
404,chegdomyn,51.1167,133.0167,29.72,40,23,1.12,RU,1689650487
405,tucupita,9.0622,-62.051,24.52,90,14,1.65,VE,1689650487
406,san felice circeo,41.2372,13.0942,26.46,71,0,3.99,IT,1689650487
407,greenville,35.6127,-77.3663,26.01,93,0,0.0,US,1689650314
408,selfoss,63.9331,-20.9971,7.8,72,41,2.87,IS,1689650488
409,praia da vitoria,38.7333,-27.0667,19.31,88,40,1.5,PT,1689650488
410,codrington,-38.2667,141.9667,12.58,67,9,9.8,AU,1689650488
411,pak phanang,8.3511,100.202,32.01,60,100,4.78,TH,1689650488
412,tazacorte,28.629,-17.9293,22.54,84,100,5.14,ES,1689650489
413,haiku-pauwela,20.9219,-156.3051,28.01,64,20,11.32,US,1689650489
414,saudarkrokur,65.7461,-19.6394,5.39,90,96,2.04,IS,1689650489
415,san rafael del yuma,18.4299,-68.6739,27.76,80,100,3.79,DO,1689650489
416,sao felix do xingu,-6.6447,-51.995,22.76,51,13,0.52,BR,1689650489
417,orapa,-21.2833,25.3667,9.75,38,0,3.91,BW,1689650489
418,sierra vista,31.5545,-110.3037,29.03,39,0,6.17,US,1689650490
419,cidade velha,14.9167,-23.6167,25.26,69,40,5.14,CV,1689650490
420,tiznit,29.5833,-9.5,26.28,49,4,1.09,MA,1689650490
421,el bauga,18.262,33.9081,31.05,14,18,3.72,SD,1689650491
422,beinamar,8.6698,15.3813,23.88,75,35,2.03,TD,1689650491
423,dadukou,26.5479,101.7054,28.66,43,0,0.51,CN,1689650492
424,bu'aale,1.0833,42.5833,21.23,93,25,2.55,SO,1689650492
425,el granada,37.5027,-122.4694,27.51,77,0,6.69,US,1689650492
426,maumere,-8.6199,122.2111,27.82,66,46,2.06,ID,1689650492
427,pangody,65.85,74.4859,17.9,66,4,5.25,RU,1689650492
428,mandera,3.9366,41.867,23.07,62,8,6.19,KE,1689650492
429,alto piquiri,-24.0281,-53.4406,14.45,97,100,1.73,BR,1689650493
430,amasra,41.7463,32.3863,19.32,75,0,1.53,TR,1689650493
431,le vauclin,14.5452,-60.8388,27.03,89,75,1.03,MQ,1689650493
432,deming,32.2687,-107.7586,31.94,25,0,1.54,US,1689650493
433,mucurici,-18.0933,-40.5158,19.72,86,2,3.29,BR,1689650493
434,isiro,2.7739,27.616,19.92,91,96,0.61,CD,1689650493
435,margate,51.3813,1.3862,14.06,87,100,0.45,GB,1689650057
436,morehead city,34.7229,-76.726,30.0,91,75,3.6,US,1689650198
437,teknaf,20.8624,92.3058,28.75,79,75,4.86,BD,1689650494
438,novyye lapsary,56.0685,47.2142,18.84,68,0,3.0,RU,1689650494
439,doba,8.65,16.85,23.04,88,34,1.64,TD,1689650494
440,puerto lopez,4.0845,-72.956,22.75,93,60,1.81,CO,1689650494
441,obidos,-1.9175,-55.5181,24.53,77,88,1.63,BR,1689650494
442,viedma,-40.8135,-62.9967,1.56,43,0,2.78,AR,1689650495
443,nar'yan-mar,67.6713,53.087,19.51,64,94,4.88,RU,1689650495
444,las tejerias,10.2524,-67.1847,25.01,93,95,1.89,VE,1689650495
445,krasavino,60.9614,46.4814,18.84,70,99,0.66,RU,1689650495
446,ouesso,1.6136,16.0517,21.93,96,14,0.9,CG,1689650495
447,mount hagen,-5.8581,144.2274,23.42,53,20,5.14,PG,1689650495
448,bargaal,11.2864,51.0773,28.91,47,7,12.7,SO,1689650495
449,akureyri,65.6835,-18.0878,4.96,93,0,1.54,IS,1689650496
450,gizo,-8.103,156.8419,27.87,79,73,2.98,SB,1689650496
451,ambon,-3.6954,128.1814,28.08,78,40,2.57,ID,1689650496
452,prince rupert,54.3161,-130.3201,17.05,80,100,1.54,CA,1689650443
453,uruzgan,32.8333,66.0,28.41,12,0,3.13,AF,1689650496
454,arraial do cabo,-22.9661,-42.0278,20.28,86,51,1.54,BR,1689650496
455,ocean shores,46.9737,-124.1563,18.49,83,0,5.66,US,1689650356
456,kudahuvadhoo,2.6708,72.8944,28.13,76,41,4.38,MV,1689650044
457,tucurui,-3.7661,-49.6725,25.43,56,73,1.5,BR,1689650497
458,adoni,15.6333,77.2833,23.72,83,100,7.24,IN,1689650497
459,nanzhang chengguanzhen,31.7839,111.8275,30.03,56,77,4.33,CN,1689650497
460,tabalah,19.95,42.4,27.58,21,46,2.19,SA,1689650497
461,san julian,21.0167,-102.1667,20.09,47,73,6.52,MX,1689650497
462,kingscliff,-28.2667,153.5667,19.87,77,100,2.57,AU,1689650497
463,dzialdowo,53.2396,20.17,13.39,96,100,4.19,PL,1689650497
464,plouzane,48.3833,-4.6167,14.03,91,100,2.06,FR,1689650497
465,san patricio,28.017,-97.5169,29.53,76,0,5.87,US,1689650498
466,miguel ahumada,30.6167,-106.5167,36.12,12,5,4.18,MX,1689650498
467,yanykurgan,43.915,67.2481,28.6,33,25,7.39,KZ,1689650498
468,richards bay,-28.783,32.0377,15.38,59,0,3.31,ZA,1689650498
469,talakan,50.3167,130.3667,30.46,42,7,0.36,RU,1689650498
470,saint-pierre,-21.3393,55.4781,20.87,88,100,1.03,RE,1689650498
471,ta`u,-14.2336,-169.5144,26.35,80,35,4.66,AS,1689650498
472,kanda,33.7833,130.9833,29.0,94,75,2.57,JP,1689650499
473,westport,41.1415,-73.3579,25.75,88,0,1.54,US,1689650499
474,sawakin,19.1059,37.3321,33.64,43,36,2.9,SD,1689650499
475,asau,46.4333,26.4,19.51,79,53,2.95,RO,1689650499
476,arinos,-15.9169,-46.1056,20.76,49,0,0.67,BR,1689650499
477,harstad,68.799,16.5293,12.66,91,100,4.47,NO,1689650499
478,trincomalee,8.5711,81.2335,29.06,72,94,10.56,LK,1689650499
479,barysaw,54.2312,28.5049,16.16,96,100,2.38,BY,1689650499
480,dunedin,-45.8742,170.5036,13.85,63,61,3.71,NZ,1689650500
481,sibolga,1.7427,98.7792,27.66,75,100,0.93,ID,1689650500
482,constitucion,-35.3333,-72.4167,9.59,57,95,1.41,CL,1689650500
483,powell,40.1578,-83.0752,21.25,90,100,4.63,US,1689650500
484,rethymno,35.3647,24.4714,25.79,63,0,3.89,GR,1689650500
485,pontotoc,34.2479,-88.9987,26.78,80,0,1.84,US,1689650385
486,suva,-18.1416,178.4415,23.71,73,75,4.12,FJ,1689650501
487,mccook,40.2019,-100.6257,24.25,80,0,4.12,US,1689650501
488,korla,41.7597,86.1469,33.06,20,100,4.18,CN,1689650501
489,arteche,12.2645,125.4048,28.14,81,100,1.04,PH,1689650501
490,labytnangi,66.6572,66.4183,18.75,60,89,4.84,RU,1689650501
491,port douglas,-16.4833,145.4667,24.3,69,36,5.26,AU,1689650502
492,manismata,-2.4667,111.0333,29.94,58,66,2.97,ID,1689650502
493,tsiombe,-25.3,45.4833,16.56,91,0,1.73,MG,1689650502
494,veraval,20.9,70.3667,28.3,80,99,7.09,IN,1689650502
495,lihue,21.9789,-159.3672,28.77,68,40,6.17,US,1689650502
496,n'zeto,-7.2312,12.8666,20.0,95,11,0.81,AO,1689650502
497,santiago de cao,-7.9589,-79.2392,21.07,88,19,3.09,PE,1689650502
498,santa cruz,-17.8,-63.1667,16.7,72,75,8.23,BO,1689650448
499,saraktash,51.7866,51.7866,16.46,83,58,3.84,RU,1689650503
500,fairmont,39.4851,-80.1426,19.51,95,81,2.24,US,1689650429
501,leh,34.1667,77.5833,19.14,40,5,1.64,IN,1689650358
502,luganville,-15.5333,167.1667,25.53,82,50,7.28,VU,1689650503
503,bairnsdale,-37.8333,147.6167,17.79,36,2,6.62,AU,1689650503
504,xining,36.6167,101.7667,20.93,45,0,1.03,CN,1689650503
505,kralendijk,12.15,-68.2667,27.99,83,75,7.2,BQ,1689650504
506,kisangani,0.5167,25.2,25.13,69,99,0.6,CD,1689650504
507,santarem,-2.4431,-54.7083,24.07,100,0,1.03,BR,1689650504
508,zouerate,22.7187,-12.4521,30.2,30,89,2.67,MR,1689650504
509,tughyl,47.7252,84.2063,21.53,54,0,4.12,KZ,1689650421
510,magdagachi,53.45,125.8,31.62,26,65,3.79,RU,1689650504
511,prabumulih,-3.45,104.25,29.1,63,11,2.78,ID,1689650018
512,martapura,-3.4167,114.85,29.05,74,40,3.6,ID,1689650504
513,porto novo,6.4965,2.6036,26.9,92,100,2.52,BJ,1689650505
514,north bay,46.3168,-79.4663,19.5,78,0,4.63,CA,1689650097
515,urangan,-25.3,152.9,20.97,65,61,4.71,AU,1689650505
516,rong'an,26.1247,119.1214,34.24,55,93,2.09,CN,1689650505
517,isiolo,0.3546,37.5822,17.16,69,3,3.77,KE,1689650505
518,saldanha,-33.0117,17.9442,10.03,91,7,2.5,ZA,1689650505
519,lata,40.1629,-8.3327,12.95,88,0,0.3,PT,1689650505
520,mitu,1.1983,-70.1733,21.95,98,52,0.54,CO,1689650506
521,kargat,55.1956,80.2811,22.93,48,83,2.85,RU,1689650506
522,mariehamn,60.0973,19.9348,14.92,77,0,3.09,AX,1689650506
523,talpa de allende,20.3833,-104.8167,20.71,99,94,0.79,MX,1689650089
524,jwaneng,-24.6004,24.7303,10.31,38,0,3.94,BW,1689650506
525,sandanski,41.5667,23.2833,22.63,58,0,1.45,BG,1689650507
526,peterhead,57.5058,-1.7981,10.22,86,62,3.41,GB,1689650507
527,el jadid,33.2549,-8.506,22.24,86,94,5.12,MA,1689650507
528,cody,44.5263,-109.0565,29.12,26,0,5.66,US,1689650507
529,la trinitaria,16.1167,-92.05,18.02,73,65,5.12,MX,1689650507
530,callao,-12.0667,-77.15,20.4,77,40,4.63,PE,1689650338
531,turabah,21.2141,41.6331,28.02,18,87,2.75,SA,1689650507
532,kassala,15.451,36.4,28.79,60,37,5.44,SD,1689650508
533,lake havasu city,34.4839,-114.3224,43.46,18,28,5.14,US,1689650508
534,tambopata,-12.7333,-69.1833,24.42,71,67,1.12,PE,1689650508
535,kalix,65.853,23.1565,14.38,92,100,4.84,SE,1689650508
536,guerrero negro,27.9769,-114.0611,21.01,82,1,7.13,MX,1689650508
537,sarmiento,-45.5882,-69.07,-4.21,84,6,1.29,AR,1689650508
538,nuku'alofa,-21.1333,-175.2,23.19,60,40,4.63,TO,1689650508
539,pacific grove,36.6177,-121.9166,19.34,86,0,2.57,US,1689650460
540,tchibanga,-2.85,11.0333,20.79,91,95,0.92,GA,1689650509
541,sastobe,42.55,70.0,31.94,13,1,3.38,KZ,1689650509
542,aitape,-3.1374,142.3475,28.51,73,94,1.87,PG,1689650509
543,misawa,40.6836,141.3597,25.11,83,100,2.52,JP,1689650509
544,tanda,26.55,82.65,31.31,64,100,6.23,IN,1689650509
545,anloga,5.7947,0.8973,25.25,88,98,5.7,GH,1689650509
546,spirovo,57.419,34.9766,15.64,95,38,1.57,RU,1689650509
547,castillos,-34.1667,-53.8333,3.53,79,7,3.13,UY,1689650510
548,olyokminsk,60.3736,120.4264,18.47,85,100,5.39,RU,1689650510
549,mabaruma,8.2,-59.7833,23.54,93,49,1.1,GY,1689650510
550,hinatuan,8.3722,126.3342,24.39,95,100,1.84,PH,1689650510
551,pirallahi,40.4723,50.333,21.08,50,90,2.59,AZ,1689650510
552,beira,-19.8436,34.8389,15.05,94,100,1.64,MZ,1689650390
553,zyryanskoye,56.8306,86.6258,20.26,62,98,2.31,RU,1689650511
554,el abiodh sidi cheikh,32.893,0.5484,25.93,13,0,3.25,DZ,1689650511
555,rio grande,-32.035,-52.0986,4.41,75,17,4.74,BR,1689650265
556,benguela,-12.5763,13.4055,20.68,79,0,0.55,AO,1689650511
557,raduzhny,62.0961,77.475,21.33,44,33,3.32,RU,1689650511
558,robat karim,35.4846,51.0829,24.92,56,0,8.23,IR,1689650511
559,fort st. john,56.2499,-120.8529,16.94,63,75,3.6,CA,1689650429
560,izyum,49.2088,37.2485,17.8,71,56,1.94,UA,1689650512
561,cananeia,-25.0147,-47.9267,18.09,92,99,0.74,BR,1689650512
562,sola,-13.8833,167.55,27.37,83,100,3.6,VU,1689650512
563,usinsk,65.9939,57.5281,19.66,59,57,5.18,RU,1689650512
564,kuusamo,65.9667,29.1833,13.08,92,76,2.98,FI,1689650512
565,brisas barra de suchiate,14.55,-92.2167,26.1,71,80,0.66,MX,1689650512
566,rizokarpaso,35.6,34.375,26.86,78,0,4.41,CY,1689650512
567,boca do acre,-8.7522,-67.3978,24.7,72,48,0.09,BR,1689650512
568,greymouth,-42.4667,171.2,11.27,90,99,0.95,NZ,1689650513
569,agat village,13.3886,144.6585,31.87,74,40,5.66,GU,1689650513
570,maintirano,-18.0667,44.0167,22.8,79,74,3.07,MG,1689650513
571,weitramsdorf,50.25,10.8833,10.7,83,13,0.84,DE,1689650161
572,sungai penuh,-2.0833,101.3833,23.89,75,92,0.61,ID,1689650513
573,yazykovo,55.2199,56.1353,15.76,89,54,3.27,RU,1689650513
574,harper,4.375,-7.7169,24.32,83,100,4.03,LR,1689650513
575,daru,-9.0763,143.2092,26.81,72,97,3.96,PG,1689650514
576,qamdo,31.1667,97.2333,9.96,63,91,1.09,CN,1689650514
577,essaouira,31.5125,-9.77,22.72,79,20,2.57,MA,1689650514
578,temirtau,50.0544,72.9483,28.47,29,37,5.35,KZ,1689650327
579,palm valley,30.1775,-81.3876,25.03,92,97,2.67,US,1689650337
580,gidole,5.65,37.3667,13.12,71,74,1.22,ET,1689650514
581,plastun,44.7561,136.2939,21.46,74,46,3.44,RU,1689650514
582,cidreira,-30.1811,-50.2056,8.57,75,1,3.94,BR,1689650515
583,abepura,-2.6333,140.5833,31.45,58,20,2.06,ID,1689650515
584,tofol,5.3248,163.0078,26.88,89,75,2.57,FM,1689650515
585,mbanza-ngungu,-5.25,14.8667,18.18,89,0,2.12,CD,1689650515
586,mollendo,-17.0231,-72.0147,16.86,84,82,3.83,PE,1689650515
587,yanam,16.7333,82.2167,27.64,75,100,4.47,IN,1689650515
588,illizi,26.4833,8.4667,24.89,14,2,3.07,DZ,1689650515
589,mount pearl,47.5166,-52.7813,20.25,93,40,9.26,CA,1689650516
590,island harbour,50.724,-1.2758,12.74,92,100,1.06,GB,1689650516
591,oltinko'l,40.8011,72.1634,34.16,15,4,1.43,UZ,1689650516
592,saint-renan,48.4333,-4.6167,14.31,93,100,0.51,FR,1689650516
593,great falls,47.5002,-111.3008,27.25,27,0,4.12,US,1689650410
594,bontang,0.1333,117.5,28.94,66,94,1.43,ID,1689650516
595,maralal,1.0968,36.698,12.15,80,30,1.58,KE,1689650516
596,smara,26.7384,-11.6719,22.58,71,18,3.42,EH,1689650516
597,bobbili,18.5667,83.3667,24.8,93,100,0.31,IN,1689650517
598,manthani,18.65,79.6667,24.93,91,100,7.07,IN,1689650517
599,belomorsk,64.5232,34.7668,16.88,80,100,2.19,RU,1689650517
600,nuuk,64.1835,-51.7216,10.34,100,100,2.57,GL,1689650517
601,kristiansund,63.1115,7.732,12.03,87,75,4.63,NO,1689650517
602,allapalli,19.4167,80.0667,24.2,98,100,2.44,IN,1689650517
